longdist;internat;local;int_disc;billtype;pay;age;gender;marital;children;income;churn
0,39;0;16,01;Да;Бесплатный;CC;68;Женский;Женат;0;99832,9;Уходит
0;0;3,9;Нет;Бесплатный;CC;21;Мужской;Женат;0;25330,7;Уходит
6,12;0;90,28;Нет;Бесплатный;CC;50;Мужской;Женат;2;94902,6;Остается
10,04;0;46,31;Нет;Бесплатный;Auto;53;Мужской;Одинокий;1;37111,5;Остается
2,12;0;145,64;Нет;Бюджетный;CC;68;Мужской;Одинокий;1;92426,5;Остается
19,19;3,62;72,74;Нет;Бюджетный;CC;21;Женский;Женат;2;75323,4;Остается
13,87;0;5,05;Нет;Бюджетный;CH;39;Мужской;Одинокий;1;50126,8;Остается
12,23;0;135,42;Нет;Бесплатный;CH;31;Мужской;Женат;0;51015,7;Остается
13,99;7,56;20,72;Нет;Бесплатный;Auto;42;Женский;Женат;0;69458,8;Уходит
11,81;0;26,82;Нет;Бесплатный;CC;76;Мужской;Одинокий;1;91607,4;Остается
23,12;6,25;57,03;Да;Бесплатный;CC;86;Женский;Одинокий;1;31639,2;Уходит
0;0;4,45;Нет;Бюджетный;Auto;90;Женский;Женат;2;63000,1;Уходит
23,71;0;17,41;Да;Бесплатный;Auto;59;Мужской;Женат;2;40637,4;Остается
0;0;1,41;Нет;Бесплатный;CC;84;Женский;Одинокий;0;50290,7;Уходит
0;0;4,74;Нет;Бесплатный;CH;81;Мужской;Одинокий;2;15669,3;Уходит
28,05;0;29,44;Нет;Бюджетный;Auto;29;Женский;Женат;1;50290,7;Уходит
19,47;0;7,44;Да;Бесплатный;CH;63;Мужской;Женат;1;81686,6;Остается
11,02;0;49,89;Да;Бесплатный;CC;20;Женский;Одинокий;2;23671,6;Уходит
26,43;6,18;51,41;Нет;Бюджетный;CC;19;Женский;Одинокий;1;71906,8;Уходит
24,76;0;6,95;Нет;Бюджетный;Auto;47;Мужской;Женат;2;42818,5;Остается
5,17;0;11,14;Нет;Бесплатный;Auto;85;Женский;Женат;2;69730,9;Уходит
10,43;0;16,9;Да;Бесплатный;CC;47;Мужской;Одинокий;1;12752,5;Остается
13,13;0;41,35;Да;Бюджетный;CH;34;Женский;Одинокий;1;51472,3;Остается
0;0;3,37;Да;Бюджетный;CH;59;Женский;Женат;2;36660,9;Уходит
19,65;0;7,98;Нет;Бюджетный;CC;48;Женский;Одинокий;1;79129,2;Уходит
9,01;0;38,16;Нет;Бесплатный;CH;88;Мужской;Одинокий;2;6704,78;Остается
10,23;8,01;139,48;Нет;Бесплатный;CC;77;Мужской;Женат;0;31650;Остается
23,76;0;68,35;Да;Бюджетный;Auto;65;Женский;Женат;1;37079,4;Остается
23,7;0;126,97;Нет;Бесплатный;Auto;83;Женский;Женат;0;98056,3;Уходит
3,6;0;11,15;Нет;Бюджетный;CH;59;Мужской;Женат;0;77177,1;Остается
0;0;4,43;Да;Бесплатный;Auto;43;Мужской;Женат;0;5976,68;Уходит
10,95;0;18,56;Нет;Бюджетный;Auto;59;Женский;Одинокий;0;41624,7;Уходит
8,76;0;112,64;Да;Бюджетный;CC;61;Мужской;Женат;1;85927,7;Остается
4,3;0;5,47;Да;Бюджетный;CC;82;Мужской;Женат;1;53582,6;Остается
2,19;2,78;46,72;Нет;Бесплатный;CH;86;Женский;Женат;1;53357,9;Уходит
0;0;2,42;Нет;Бесплатный;CC;18;Мужской;Женат;2;53589,8;Уходит
21,64;0;139,21;Нет;Бюджетный;Auto;94;Женский;Женат;1;87404,6;Уходит
18,13;0;83,88;Да;Бесплатный;Auto;85;Мужской;Одинокий;1;75991,2;Остается
27,4;0;51,47;Нет;Бесплатный;Auto;69;Женский;Женат;2;63670,8;Уходит
5,22;0;66,82;Нет;Бесплатный;CC;53;Мужской;Женат;0;42370,2;Остается
5,33;0;33,21;Нет;Бюджетный;Auto;21;Женский;Женат;2;82056,6;Остается
14,58;0;92,52;Нет;Бесплатный;CC;78;Мужской;Женат;1;7426,81;Остается
11,85;0;176,49;Нет;Бюджетный;CC;71;Женский;Одинокий;2;4581,9;Уходит
12,95;0;17,63;Нет;Бесплатный;Auto;93;Мужской;Женат;0;60325,9;Остается
6,19;4,48;7,83;Нет;Бесплатный;CH;70;Мужской;Женат;1;74381,5;Уходит
5,2;0;51,57;Нет;Бесплатный;CC;90;Мужской;Женат;0;42248,7;Остается
8,33;0;58,89;Нет;Бюджетный;Auto;43;Женский;Женат;1;32806,3;Уходит
22,34;0;38,72;Да;Бюджетный;Auto;57;Женский;Женат;0;83165,7;Уходит
12,52;0;64,46;Нет;Бюджетный;CC;37;Женский;Женат;2;11947,3;Остается
6,99;0;75,49;Нет;Бюджетный;CC;18;Мужской;Одинокий;2;87708;Остается
22,51;0;5,38;Нет;Бесплатный;CC;61;Мужской;Одинокий;2;88408,2;Остается
20,38;0;31,87;Нет;Бесплатный;Auto;37;Мужской;Одинокий;2;34524,7;Остается
0;0;1,75;Да;Бюджетный;CC;48;Женский;Женат;0;83157,5;Уходит
12,95;0;17,63;Нет;Бесплатный;Auto;93;Мужской;Женат;0;60325,9;Остается
24,61;1,32;15,16;Нет;Бесплатный;CC;61;Женский;Одинокий;0;11890,1;Уходит
7,06;0;20,35;Нет;Бюджетный;CH;49;Мужской;Одинокий;0;60282,8;Остается
6,3;0;66,58;Нет;Бюджетный;CH;50;Мужской;Женат;2;72356,8;Остается
20,72;6,24;54,8;Нет;Бюджетный;CC;41;Женский;Одинокий;2;27336,6;Уходит
6,95;2,77;122,04;Нет;Бюджетный;CC;37;Женский;Одинокий;0;95261,8;Уходит
26,86;8,55;9,92;Нет;Бюджетный;CH;48;Женский;Женат;1;75738,8;Уходит
26,12;5,57;38,06;Да;Бюджетный;CC;44;Мужской;Одинокий;2;54953,1;Остается
4,27;0;57,62;Нет;Бюджетный;CH;54;Женский;Женат;0;37389,2;Уходит
29,52;0;167,32;Нет;Бюджетный;Auto;64;Мужской;Женат;2;80289,1;Остается
23,09;0;38,29;Нет;Бюджетный;CC;40;Женский;Женат;1;21126,7;Уходит
6,98;0;15,52;Нет;Бесплатный;Auto;39;Женский;Одинокий;1;31931,3;Остается
0;0;2,63;Нет;Бюджетный;CC;75;Женский;Женат;2;55272,7;Уходит
0;0;3,6;Да;Бюджетный;Auto;23;Мужской;Одинокий;0;22475,5;Уходит
29,35;0;20,09;Нет;Бесплатный;CC;57;Женский;Женат;1;50290,7;Уходит
25,4;2,68;69,95;Нет;Бесплатный;CC;74;Женский;Одинокий;1;52307;Уходит
23,31;0;38,44;Нет;Бесплатный;CC;71;Женский;Одинокий;0;26435,8;Остается
16,66;1,92;10,21;Да;Бесплатный;Auto;44;Женский;Одинокий;2;36824,5;Уходит
0,27;0;16,37;Нет;Бесплатный;CH;45;Женский;Одинокий;1;92187,1;Уходит
26,61;0;39,21;Нет;Бесплатный;CH;49;Мужской;Женат;1;62381,4;Остается
17,62;0;71,03;Нет;Бесплатный;CC;28;Мужской;Одинокий;2;88063,2;Остается
9,08;7,04;13,04;Нет;Бесплатный;CH;70;Женский;Женат;1;85192,9;Уходит
10,43;0;16,9;Да;Бесплатный;CC;47;Мужской;Одинокий;1;12752,5;Остается
4,82;0;34,76;Нет;Бесплатный;Auto;38;Мужской;Женат;0;66742,3;Остается
0;0;0,93;Нет;Бесплатный;CC;41;Мужской;Женат;0;2645,1;Уходит
2,33;5,31;23,47;Да;Бюджетный;Auto;79;Мужской;Женат;2;5265,35;Остается
23,24;1,05;34,1;Нет;Бесплатный;Auto;61;Мужской;Женат;1;83039,2;Уходит
19,44;0;14,38;Нет;Бюджетный;CC;97;Мужской;Женат;2;88146,4;Остается
16,16;0;88,1;Нет;Бесплатный;CC;31;Женский;Одинокий;2;85401,7;Остается
2,33;5,31;23,47;Да;Бюджетный;Auto;79;Мужской;Женат;2;5265,35;Остается
10,77;0;76,41;Нет;Бесплатный;CC;83;Мужской;Женат;0;14604,9;Остается
10,4;0;10,12;Нет;Бесплатный;CC;92;Мужской;Женат;1;81271,1;Остается
2,16;0;227;Да;Бесплатный;CC;41;Женский;Женат;1;47916,3;Уходит
7,06;0;20,35;Нет;Бюджетный;CH;49;Мужской;Одинокий;0;60282,8;Остается
10,57;0;40,51;Нет;Бесплатный;CC;18;Мужской;Женат;0;77293,3;Остается
2,02;0;189,52;Нет;Бесплатный;Auto;87;Мужской;Одинокий;0;32683,9;Остается
0;0;4,98;Нет;Бюджетный;CC;96;Мужской;Одинокий;1;86711,3;Уходит
3,86;0;20,85;Нет;Бесплатный;CH;62;Мужской;Одинокий;1;47503,9;Остается
18,55;0;52,8;Нет;Бесплатный;CC;61;Женский;Одинокий;1;32533,9;Уходит
23,47;0;28,76;Нет;Бесплатный;Auto;56;Женский;Одинокий;2;96863,6;Уходит
7,39;0;6,8;Нет;Бесплатный;CC;52;Женский;Одинокий;0;52963,3;Уходит
22;0;66,59;Нет;Бюджетный;CH;50;Женский;Женат;0;70004,1;Уходит
3,71;0;10,22;Нет;Бесплатный;Auto;88;Женский;Одинокий;2;10764,6;Уходит
21,86;0;78,81;Нет;Бюджетный;CH;32;Женский;Женат;1;22039;Остается
3,99;0;73,45;Да;Бесплатный;CH;40;Мужской;Женат;0;66223,5;Остается
12,42;0;89,79;Да;Бюджетный;CC;60;Женский;Женат;1;47468,6;Уходит
18,72;0;91,56;Нет;Бюджетный;CC;53;Женский;Одинокий;1;68767;Уходит
10,58;0;37,28;Нет;Бесплатный;CC;53;Мужской;Женат;2;37354;Остается
3,28;0;8,22;Нет;Бюджетный;Auto;42;Мужской;Женат;0;57042,2;Остается
8,49;0;50,03;Нет;Бюджетный;Auto;42;Женский;Одинокий;2;49776,2;Уходит
2,65;0;24,75;Нет;Бюджетный;CC;57;Мужской;Женат;0;28128,4;Остается
0;0;0,27;Нет;Бюджетный;CH;77;Мужской;Женат;0;26266,3;Уходит
11,06;0;30,23;Нет;Бюджетный;CC;29;Мужской;Женат;1;69294,7;Остается
28,32;0;12,41;Да;Бесплатный;CH;60;Женский;Одинокий;2;24703,8;Уходит
17,79;0;15,66;Нет;Бюджетный;CC;45;Мужской;Женат;1;39378,9;Остается
0;0;3,62;Нет;Бюджетный;Auto;37;Женский;Женат;1;25541,8;Уходит
4,02;0;13,64;Нет;Бесплатный;CC;64;Мужской;Женат;1;92298;Остается
28,75;6,33;64,7;Нет;Бюджетный;CC;96;Женский;Женат;2;95394;Уходит
14,26;0;30,03;Нет;Бесплатный;CH;95;Мужской;Женат;2;23764,3;Остается
20,57;0;39,64;Да;Бесплатный;CC;48;Мужской;Женат;1;23668,2;Остается
1,21;0;72,62;Да;Бюджетный;CC;22;Женский;Женат;1;67744,5;Остается
5,6;0;50,88;Да;Бесплатный;Auto;64;Мужской;Женат;2;98855,5;Остается
7;1,15;165,87;Нет;Бесплатный;CC;85;Женский;Одинокий;0;16175,6;Уходит
23,31;0;38,44;Нет;Бесплатный;CC;71;Женский;Одинокий;0;26435,8;Остается
24,18;0;33,47;Нет;Бюджетный;CC;48;Женский;Женат;0;24737,8;Остается
27;0;13,01;Нет;Бесплатный;CC;37;Мужской;Женат;2;91272,2;Остается
25,89;0;5,87;Нет;Бесплатный;CC;50;Женский;Женат;2;38281,1;Уходит
24,95;0;29,11;Нет;Бесплатный;CC;89;Женский;Одинокий;2;27492,2;Уходит
1,53;0;7,54;Да;Бесплатный;CC;76;Мужской;Одинокий;1;64520,3;Остается
15,71;0;12,26;Нет;Бесплатный;CC;38;Мужской;Одинокий;2;52600;Остается
1,16;0,09;77,72;Да;Бюджетный;Auto;34;Мужской;Одинокий;0;49728,7;Остается
21,52;0;19,19;Да;Бесплатный;CC;41;Мужской;Женат;0;59898,4;Остается
15,63;4,08;59,14;Да;Бюджетный;CC;80;Мужской;Женат;0;50290,7;Остается
12,23;0;135,42;Нет;Бесплатный;CH;31;Мужской;Женат;0;51015,7;Остается
23,51;0;10,75;Да;Бюджетный;Auto;60;Мужской;Одинокий;1;49072;Остается
0;0;4,15;Да;Бесплатный;CH;40;Женский;Одинокий;0;56016;Уходит
4,8;8;13,25;Нет;Бюджетный;CC;74;Мужской;Женат;1;60933,9;Уходит
20,09;0;59,2;Да;Бюджетный;CH;21;Женский;Женат;1;64557,8;Остается
29,95;0;312,2;Да;Бюджетный;Auto;97;Мужской;Женат;1;9148,27;Остается
23,26;0;19,19;Да;Бесплатный;CC;26;Мужской;Одинокий;2;14785,7;Уходит
27,7;0;39,17;Нет;Бесплатный;CC;78;Мужской;Одинокий;0;59699,8;Остается
29,02;0;173,62;Да;Бесплатный;CC;84;Мужской;Женат;0;46514,2;Остается
0;0;1,69;Нет;Бесплатный;CC;28;Мужской;Женат;2;43053;Уходит
11,66;0;38,36;Да;Бесплатный;Auto;49;Мужской;Одинокий;0;32358,1;Остается
14,6;0;41,66;Да;Бюджетный;CC;33;Мужской;Женат;0;28000,4;Остается
6,98;0;15,52;Нет;Бесплатный;Auto;39;Женский;Одинокий;1;31931,3;Остается
23,57;0;21,68;Нет;Бесплатный;Auto;83;Мужской;Женат;1;68290,8;Остается
19,41;4,5;21,2;Да;Бесплатный;CC;80;Женский;Женат;1;17755,4;Уходит
19,28;2,03;14,38;Да;Бюджетный;Auto;30;Женский;Женат;2;85394;Уходит
11,03;0;34,28;Нет;Бюджетный;CC;87;Женский;Одинокий;2;3776,12;Уходит
13,2;0;35,13;Нет;Бесплатный;CC;50;Мужской;Одинокий;2;48882,6;Остается
13,56;0;35,84;Нет;Бесплатный;Auto;77;Мужской;Женат;2;68704,3;Остается
5,49;0;65,43;Нет;Бюджетный;Auto;19;Женский;Женат;1;99261,8;Остается
16,65;0;130,56;Да;Бюджетный;CC;56;Мужской;Одинокий;1;98533,3;Остается
0,1;0;29,74;Нет;Бюджетный;CC;59;Женский;Женат;0;50290,7;Уходит
20,94;0;13,91;Нет;Бесплатный;CC;73;Мужской;Одинокий;2;73240,3;Остается
13,3;7,38;38,69;Нет;Бюджетный;CC;65;Женский;Женат;1;23947,8;Уходит
19,84;4,91;72,58;Нет;Бюджетный;Auto;45;Мужской;Женат;2;7673,47;Уходит
8,51;0;71,08;Нет;Бюджетный;CH;24;Женский;Женат;1;15041,2;Уходит
5,25;7,52;86,33;Нет;Бесплатный;CH;57;Женский;Женат;2;27535,3;Уходит
20,24;0;18,25;Нет;Бюджетный;CH;48;Женский;Женат;0;4581,11;Уходит
0,32;0;8,49;Нет;Бесплатный;CH;20;Мужской;Женат;0;8875,47;Уходит
8,43;0;86,25;Нет;Бюджетный;CC;52;Женский;Женат;2;58629,5;Остается
13,21;0;43,02;Нет;Бесплатный;CC;97;Женский;Одинокий;0;84479,2;Остается
16,37;0;7,01;Нет;Бюджетный;CH;97;Женский;Женат;1;51261,9;Уходит
23,55;3,19;108,28;Нет;Бесплатный;CC;47;Женский;Женат;2;54039,4;Уходит
15,28;0;25,62;Нет;Бесплатный;CC;79;Женский;Женат;2;87297,9;Уходит
11,74;0;38,33;Нет;Бюджетный;CC;64;Женский;Женат;0;6528,38;Уходит
2,46;0;71,66;Нет;Бюджетный;CC;75;Женский;Женат;2;42846,2;Уходит
22,82;0;63,3;Нет;Бесплатный;CC;84;Женский;Одинокий;1;60362,1;Уходит
0,59;8,24;50,21;Нет;Бесплатный;CC;34;Женский;Одинокий;1;30234,8;Уходит
21,52;0;19,19;Да;Бесплатный;CC;41;Мужской;Женат;0;59898,4;Остается
27,81;2,1;94,11;Нет;Бесплатный;CC;80;Женский;Одинокий;0;48506,7;Уходит
27,77;0;91,09;Да;Бесплатный;CC;94;Женский;Одинокий;2;42983,3;Остается
5,02;0;29,8;Нет;Бюджетный;CC;20;Мужской;Одинокий;2;9431,04;Уходит
27,73;0;44,53;Да;Бесплатный;Auto;27;Женский;Одинокий;1;38458,6;Уходит
7,99;7,34;87,88;Нет;Бесплатный;CH;22;Женский;Одинокий;1;71941,5;Уходит
5,6;0;50,88;Да;Бесплатный;Auto;64;Мужской;Женат;2;98855,5;Остается
20,32;0;90,7;Нет;Бюджетный;CH;22;Женский;Одинокий;2;80571,6;Остается
29,86;0;52,22;Нет;Бесплатный;Auto;68;Женский;Женат;2;62061,8;Остается
26,86;8,55;9,92;Нет;Бюджетный;CH;48;Женский;Женат;1;75738,8;Уходит
0;0;4,33;Да;Бюджетный;CH;28;Женский;Женат;0;48631,3;Уходит
14,79;0;36,68;Да;Бесплатный;CC;68;Женский;Женат;1;97318,6;Уходит
14,29;0;64,33;Нет;Бюджетный;CC;32;Мужской;Женат;2;24176,8;Остается
19,14;0;9,15;Нет;Бюджетный;CC;59;Женский;Женат;1;77374,6;Уходит
10,44;0;127,43;Нет;Бюджетный;Auto;39;Мужской;Женат;1;88474,7;Остается
15,97;0;51,84;Нет;Бесплатный;CH;76;Женский;Женат;1;56545,8;Уходит
0;0;4,46;Нет;Бюджетный;CC;76;Женский;Женат;2;83259,3;Уходит
12,39;0;58,41;Нет;Бесплатный;CH;90;Мужской;Одинокий;2;83653,3;Остается
1,69;0;67,35;Нет;Бюджетный;Auto;49;Мужской;Одинокий;0;41862,6;Остается
26,86;0;15,49;Да;Бесплатный;CC;21;Мужской;Женат;2;23564,1;Уходит
11,02;0;9,26;Нет;Бюджетный;CC;92;Мужской;Женат;1;95020,4;Остается
0,38;0;28,66;Нет;Бесплатный;CC;72;Женский;Женат;0;78851,3;Уходит
18,91;0;23,29;Нет;Бесплатный;CC;39;Женский;Одинокий;1;46638,5;Остается
9,57;0;85,11;Нет;Бесплатный;CC;39;Мужской;Одинокий;2;32272,7;Остается
13,66;2,96;32,64;Да;Бесплатный;CC;60;Мужской;Женат;2;83220,6;Уходит
0;0;1,15;Да;Бюджетный;Auto;74;Мужской;Одинокий;0;13899;Уходит
29,5;0;30,21;Нет;Бесплатный;CC;91;Мужской;Женат;0;50290,7;Остается
8,41;8,64;86,65;Да;Бюджетный;CC;55;Мужской;Одинокий;2;69710,9;Уходит
22,9;2,15;22,63;Нет;Бюджетный;CH;55;Мужской;Одинокий;2;33377,3;Остается
13,31;0;157,81;Да;Бесплатный;CH;84;Женский;Женат;1;83850,5;Уходит
19,01;0;65,85;Да;Бюджетный;Auto;49;Женский;Одинокий;0;64727,5;Остается
22,49;0;13,99;Нет;Бесплатный;CC;22;Мужской;Женат;1;57348,8;Остается
18,57;0;135,35;Нет;Бесплатный;CC;33;Мужской;Женат;2;32573,8;Остается
24,76;0;6,95;Нет;Бюджетный;Auto;47;Мужской;Женат;2;42818,5;Остается
3,31;0;36,7;Нет;Бюджетный;CH;97;Женский;Женат;0;50290,7;Уходит
22,17;0,58;13,46;Нет;Бюджетный;Auto;94;Женский;Одинокий;1;17540,7;Уходит
0;0;3,54;Да;Бесплатный;CC;81;Мужской;Одинокий;2;3714,96;Уходит
22,13;0;22,39;Нет;Бесплатный;CC;48;Мужской;Женат;2;69005,6;Остается
10,23;8,01;139,48;Нет;Бесплатный;CC;77;Мужской;Женат;0;31650;Остается
14,74;0;147,29;Да;Бюджетный;CC;19;Женский;Женат;1;16915,2;Уходит
23,24;0;80,65;Нет;Бюджетный;Auto;97;Женский;Одинокий;1;12686;Уходит
17,48;0;23,77;Нет;Бюджетный;CC;49;Женский;Женат;1;97841,7;Уходит
11,7;0;13,94;Да;Бюджетный;CH;54;Мужской;Одинокий;0;84754,4;Остается
22,38;0;40,49;Нет;Бюджетный;Auto;93;Женский;Одинокий;1;13109,1;Остается
5,14;0;44,81;Да;Бюджетный;CC;20;Женский;Женат;2;3628,78;Остается
28,75;6,33;64,7;Нет;Бюджетный;CC;96;Женский;Женат;2;95394;Уходит
0;0;0,57;Нет;Бесплатный;CC;18;Женский;Женат;0;29696,1;Уходит
12,35;0;7,76;Да;Бюджетный;Auto;58;Женский;Одинокий;1;540,41;Остается
11,66;0;38,36;Да;Бесплатный;Auto;49;Мужской;Одинокий;0;32358,1;Остается
2,33;5,31;23,47;Да;Бюджетный;Auto;79;Мужской;Женат;2;5265,35;Остается
2,4;0;15,52;Да;Бесплатный;CC;61;Женский;Одинокий;0;45667,1;Уходит
0;0;3,99;Нет;Бюджетный;CH;94;Женский;Женат;2;14519,1;Уходит
20,3;0;40,81;Да;Бесплатный;Auto;86;Женский;Женат;1;44773,7;Уходит
0;0;2,61;Нет;Бесплатный;CC;40;Женский;Одинокий;1;1302,4;Уходит
10,98;9,57;65,03;Нет;Бесплатный;CC;64;Женский;Женат;2;56412,5;Уходит
4,3;0;5,47;Да;Бюджетный;CC;82;Мужской;Женат;1;53582,6;Остается
11,69;0,22;43,56;Нет;Бесплатный;CH;29;Женский;Одинокий;0;73032,9;Остается
24,87;0;29,22;Нет;Бесплатный;CC;37;Мужской;Одинокий;0;83378,3;Остается
12,93;0;137,14;Да;Бесплатный;CC;29;Мужской;Женат;0;20315,4;Остается
4,19;0;161,82;Нет;Бесплатный;CC;76;Мужской;Женат;1;72996;Остается
4,32;0;33;Да;Бюджетный;CC;22;Мужской;Женат;2;33149,2;Остается
29,02;0;173,62;Да;Бесплатный;CC;84;Мужской;Женат;0;46514,2;Остается
26,86;8,55;9,92;Нет;Бюджетный;CH;48;Женский;Женат;1;75738,8;Уходит
24,02;3,41;183,62;Нет;Бюджетный;Auto;44;Женский;Женат;1;7700,73;Уходит
28,75;0;18,66;Нет;Бюджетный;CC;67;Мужской;Женат;2;37168,9;Остается
12,34;0;80,92;Нет;Бюджетный;CH;91;Женский;Одинокий;2;69984,1;Уходит
5,2;0;51,57;Нет;Бесплатный;CC;90;Мужской;Женат;0;42248,7;Остается
25,59;0;46,15;Да;Бюджетный;CH;52;Мужской;Одинокий;2;78731;Остается
12,56;8,72;39,19;Да;Бесплатный;CC;37;Женский;Одинокий;1;82335,5;Остается
26,15;0;33,24;Нет;Бесплатный;CC;94;Мужской;Женат;1;83495;Остается
8,28;0;7,92;Да;Бюджетный;Auto;78;Мужской;Женат;2;92731,3;Остается
0;0;3,27;Да;Бюджетный;CC;54;Женский;Женат;2;1370,08;Уходит
0;0;3,71;Нет;Бюджетный;CC;19;Женский;Одинокий;1;90205,6;Уходит
13,32;6,33;177,74;Нет;Бюджетный;CC;19;Женский;Одинокий;2;39782;Уходит
20,85;0;21,99;Нет;Бесплатный;CH;88;Женский;Одинокий;2;18172,8;Уходит
0;0;3,98;Да;Бюджетный;CC;88;Мужской;Женат;2;81710;Уходит
17,38;6,21;51,18;Нет;Бесплатный;CC;90;Женский;Женат;1;56722,8;Уходит
28,79;5,21;67,36;Нет;Бесплатный;CH;52;Мужской;Одинокий;0;54622,3;Уходит
8,67;0;10,3;Нет;Бесплатный;Auto;55;Мужской;Одинокий;0;30751,8;Остается
26,05;0;59,61;Нет;Бюджетный;CC;75;Женский;Одинокий;1;50290,7;Уходит
21,49;0;32,74;Да;Бесплатный;CC;73;Женский;Женат;2;33607;Уходит
16,61;0;50,69;Нет;Бюджетный;CC;55;Мужской;Женат;1;41334,1;Остается
26,72;3,26;37,84;Нет;Бюджетный;CC;88;Мужской;Женат;1;21890;Уходит
25,01;0;22,26;Нет;Бюджетный;CC;36;Мужской;Одинокий;1;93607,8;Остается
3;0,87;20,74;Нет;Бесплатный;CH;36;Мужской;Одинокий;2;55485,8;Остается
16,84;0;40,16;Да;Бюджетный;CC;41;Женский;Женат;0;45103,4;Остается
27,44;0;10,94;Нет;Бюджетный;Auto;39;Женский;Одинокий;2;51662,2;Остается
0;0;3,27;Да;Бюджетный;CC;54;Женский;Женат;2;1370,08;Уходит
13,18;0;18,39;Да;Бюджетный;CH;64;Женский;Одинокий;1;45495;Уходит
9,52;0;66,1;Нет;Бюджетный;CC;53;Мужской;Женат;2;17246;Остается
12,52;0;64,46;Нет;Бюджетный;CC;37;Женский;Женат;2;11947,3;Остается
11,57;0;70,89;Нет;Бесплатный;CC;53;Мужской;Одинокий;1;76394;Остается
17,71;8,32;17,18;Нет;Бюджетный;CC;73;Женский;Женат;1;84601,4;Уходит
14,29;0;64,33;Нет;Бюджетный;CC;32;Мужской;Женат;2;24176,8;Остается
20,85;0;21,99;Нет;Бесплатный;CH;88;Женский;Одинокий;2;18172,8;Уходит
0;0;4,46;Нет;Бюджетный;CC;76;Женский;Женат;2;83259,3;Уходит
14,07;0;42,92;Нет;Бесплатный;CC;33;Мужской;Одинокий;0;5466,39;Остается
23,33;0;64,95;Нет;Бесплатный;Auto;55;Женский;Женат;0;53755,7;Уходит
4,05;1,16;93,47;Да;Бесплатный;CC;65;Женский;Одинокий;0;35219,6;Уходит
1,18;0;33,62;Нет;Бюджетный;CC;80;Женский;Женат;1;86618,8;Уходит
0;0;4,45;Нет;Бюджетный;Auto;90;Женский;Женат;2;63000,1;Уходит
26,86;0;15,49;Да;Бесплатный;CC;21;Мужской;Женат;2;23564,1;Уходит
26,5;0;54,76;Нет;Бюджетный;CC;86;Мужской;Одинокий;2;56256,1;Остается
29,95;0;312,2;Да;Бюджетный;Auto;97;Мужской;Женат;1;9148,27;Остается
1,53;0;7,54;Да;Бесплатный;CC;76;Мужской;Одинокий;1;64520,3;Остается
9,44;0;80,65;Нет;Бюджетный;CH;82;Женский;Одинокий;1;79009,7;Остается
11,45;0;42,86;Нет;Бесплатный;Auto;69;Мужской;Женат;2;30901,3;Остается
6,73;0;36,36;Нет;Бюджетный;CC;72;Мужской;Женат;0;96188,2;Остается
2,87;0;262,92;Нет;Бюджетный;CC;39;Женский;Одинокий;0;58623,8;Остается
0;0;2,52;Да;Бесплатный;CC;71;Мужской;Женат;0;64882;Остается
0;0;0,35;Нет;Бюджетный;CC;63;Мужской;Женат;1;9049,57;Уходит
20,38;0;31,87;Нет;Бесплатный;Auto;37;Мужской;Одинокий;2;34524,7;Остается
22,44;0;41,71;Да;Бюджетный;CC;30;Мужской;Одинокий;2;23464;Остается
11,7;0;13,94;Да;Бюджетный;CH;54;Мужской;Одинокий;0;84754,4;Остается
0;0;0,35;Нет;Бюджетный;CC;63;Мужской;Женат;1;9049,57;Уходит
0;0;0,61;Да;Бесплатный;CC;53;Женский;Одинокий;2;96704,7;Уходит
1,19;0;22,61;Нет;Бюджетный;Auto;81;Мужской;Женат;2;57898,5;Остается
21,05;0;28,38;Нет;Бюджетный;CC;97;Мужской;Женат;0;45871,4;Остается
20,72;6,24;54,8;Нет;Бюджетный;CC;41;Женский;Одинокий;2;27336,6;Уходит
29,22;0;35,14;Нет;Бесплатный;CH;27;Женский;Женат;2;22137;Уходит
18,55;0;52,8;Нет;Бесплатный;CC;61;Женский;Одинокий;1;32533,9;Уходит
8,6;0;117,99;Да;Бюджетный;CC;18;Мужской;Женат;0;1846,01;Уходит
20,41;0;81,48;Нет;Бесплатный;CC;86;Женский;Женат;0;85180,1;Уходит
12,79;0;17,18;Нет;Бюджетный;CC;72;Женский;Одинокий;2;63291,1;Уходит
0;0;1,75;Да;Бюджетный;CC;48;Женский;Женат;0;83157,5;Уходит
0;0;3,99;Нет;Бюджетный;CH;94;Женский;Женат;2;14519,1;Уходит
1,49;0;86,03;Нет;Бюджетный;Auto;89;Женский;Одинокий;0;63092,2;Уходит
4,45;7,27;296,63;Да;Бесплатный;CH;46;Женский;Женат;0;34437,2;Уходит
1,52;0;94,98;Нет;Бюджетный;CC;61;Женский;Женат;0;10878,5;Уходит
10;0;101,67;Да;Бесплатный;CH;50;Мужской;Женат;1;19301,3;Остается
12,24;0;23,56;Нет;Бюджетный;CC;52;Мужской;Женат;2;28255;Остается
15,26;0;99,36;Нет;Бюджетный;Auto;27;Мужской;Женат;2;50290,7;Остается
21,92;0;12,64;Нет;Бесплатный;CC;48;Мужской;Женат;0;39598,7;Остается
16,85;0;134,44;Нет;Бюджетный;CH;82;Мужской;Одинокий;2;2271,11;Остается
6,33;0;62,25;Да;Бюджетный;Auto;89;Женский;Женат;2;74628,1;Уходит
